pid,comment,Sentiment_for_model
1167,@yscenteno   Just to find out does it transfer from SGD to SGD intead of to another currency?,Neutral
1168,@richardchung85   Will i be able to tell how much is the tax?,Neutral
1169,I am hoping that we could do atm transfer which is convenient,Neutral
1171,"@vamsi7 If use FPX, then how foreigners who do not have Malaysia bank accounts to invest in Funding Societies Malaysia?",Neutral
1172,@evenu InstaRem policy disallowed Trust Fund as recipients.,Negative
1173,@horkh Easy. Just have two options available. FPX (instant) and manual bank transfer (a few days to process).,Neutral
1179,@evenu Singapore seems to be quite low compared indo and Malaysia. are you planning to continue investing there? I saw that you do not plan to invest anymore in indo.,Negative
1184,"Im a new investor with Funding Societies and I was pretty amazed by the auto investment feature. Does anyone know how it works? How do they maintain that diversification? Also, will auto investment work if I have less money inside than the set amount?",Neutral
1188,My diversification bar is empty. I don't know is it due to techical error OR my portfolio isn't diversified at all. ![0_1523268664670_Diversify.JPG](/assets/uploads/files/1523268686514-diversify-resized.jpg),Neutral
1189,Mine is full. I don't use auto invest and my investment amount into each and every note/loan is different. I also invest across various industries.,Neutral
1191,"You set the parameters in which you want it to work. Min investment amount, industries, factoring or termed loan and the lot.   Once that parameter is set, auto invest will only work when all of the criteria have been satisfied. For eg, if you set auto invest to invest a min of RM200 per note, it will not work if you only have RM150 in your account.",Neutral
1193,@josephyiong How long have you been investing for? Have you participated in a number of different loans? I haven't been an investor for very long but my diversification bar seems to be doing pretty ok!,Positive
1194,"@jitsheng Since last year Aug.. invested 32 financings.. I'd checked with CS team, they said it's a bug and tech team will check on it..",Negative
1196,@josephyiong Yeah man I think yours might be a technical glitch. Mine works fine even though I have lesser investments!,Neutral
1206,I have 35 currently since Dec2017 and my diversification bar is also around 50%.,Neutral
1216,"Hi there,  I sent the following message to Funding Societies: As far as I know the current default rate is 1.4%, total number of loans is 2,915, could you share number of loans default break down by sector/industry?  Many thanks to the helpful staff, Sean. He dig out the information requested on April 11, the following is his response:- Here's the breakdown: * 5 x Construction * 4 x Engineering * 3 x Professional Services * 2 x Wholesale Trade * 2 x Retail Trade * 1 x Health & Medical * 1 x Marine & Shipping * 1 x Retail Trade * 1 x Arts, Entertainment, and Recreation * 1 x Manufacturing  However, there is a missing puzzle, I don't know how many investment opportunities break down by sector/industry. For example, there's 5 defaults for the construction sector, is that means the construction sector had highest default risk? I can't tell until I see the investment opportunities break down by sector/industry.   Hence, I suggest Funding Societies includes the following 2 charts in the statistic page: * Number of Business Term Financing Opportunities and Defaults by Sector  * Number of Invoice Financing Opportunities and Defaults by Sector   In my opinion, the information above is very helpful for any investor to work out their risk diversification strategy and make informed investment decisions.  What do you think?",Neutral
1219,I understand that the interest we receive has to be reported as Other Income to IRAS.  Can anyone tell me if I can deduct from that interest income the amount for service fees and my losses from defaults?  (I tried checking with IRAS but can't find it on the website and customer service is not responding).,Negative
1220,Can FS prepare annual statement for use in  Malaysia too. this should include net return minus all fees and losses?,Neutral
1221,"@tt I got a summary for tax assessment from FS. If you haven't received any, i suggest you email them ASAP",Neutral
